Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Non-Cash Items;Change in Working Capital;Change in Accounts Receivable;Change in Inventories;Change in Accounts Payable;Change in Other;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Long Term Investment;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Net Change in Cash
NVCR;440850;USD;2021;FY;2021-12-31;2022-02-24;2023-02-23;103731147;103731147;-58351000;10251000;101787000;29069000;;;;;82756000;-24170000;;;-144834000;;-26000;25728000;25702000;-36564000
NVCR;440850;USD;2022;FY;2022-12-31;2023-02-23;2023-10-26;104660476;104660476;-92534000;10624000;100902000;11796000;;;;;30788000;-21358000;;;-139957000;;-28000;15519000;15491000;-93775000
NVCT;1342110;USD;2021;FY;2021-12-31;2022-03-23;2023-03-08;12717794;12717794;-12890000;;1892000;1494000;;;;;-9504000;;;;;;;15246000;15246000;5742000
NVCT;1342110;USD;2022;FY;2022-12-31;2023-03-08;2024-03-05;12657651;12657651;-19085000;;1707000;3819000;;;;;-13559000;;;;;;;31879000;27810000;14251000
NVDA;172199;USD;2018;FY;2019-01-31;2019-02-21;2021-02-26;2432000000;2500000000;4141000000;262000000;197000000;-857000000;-149000000;-776000000;-135000000;203000000;3743000000;-600000000;-3488000000;;-4097000000;-371000000;-16000000;-1442000000;-2866000000;-3220000000
NVDA;172199;USD;2019;FY;2020-01-31;2020-02-20;2022-03-18;2436000000;2472000000;2796000000;381000000;867000000;717000000;-233000000;597000000;194000000;159000000;4761000000;-489000000;6648000000;-4000000;6145000000;-390000000;149000000;;-792000000;10114000000
NVDA;172199;USD;2020;FY;2021-01-31;2021-02-26;2023-02-24;2468000000;2512000000;4332000000;1098000000;1095000000;-703000000;;;;;5822000000;-1128000000;-9989000000;-8524000000;-19675000000;-395000000;5145000000;;3804000000;-10049000000
NVDA;172199;USD;2021;FY;2022-01-31;2022-03-18;2024-02-21;2504000000;2545000000;9752000000;1174000000;1545000000;-3363000000;;;;;9108000000;-1059000000;-8567000000;-263000000;-9913000000;-399000000;4258000000;;1948000000;1143000000
NVDA;172199;USD;2022;FY;2023-01-31;2023-02-24;2024-02-21;2487000000;2507000000;4368000000;1544000000;1936000000;-2207000000;;;;;5641000000;-1891000000;9334000000;-49000000;7317000000;-398000000;355000000;-10039000000;-11559000000;1399000000
NVEC;102816;USD;2018;FY;2019-03-31;2019-05-01;2019-05-01;4844010;4850567;14507936;705197;62091;-1056230;;;;;14218994;-68265;7127593;;7059328;-19374040;;217940;-19156100;2122222
NVEC;102816;USD;2019;FY;2020-03-31;2020-05-06;2021-05-05;4845627;4847294;14526642;549969;126139;693023;;;;;15895773;-52041;5303670;;5251629;-19384040;;-575072;-19959112;1188290
NVEC;102816;USD;2020;FY;2021-03-31;2021-05-05;2022-05-04;4834054;4834462;11694384;542926;-83583;1211105;;;;;13364832;-62727;8487600;;8424873;-19336540;;-91419;-19427959;2361746
NVEC;102816;USD;2021;FY;2022-03-31;2022-05-04;2023-05-03;4830826;4830871;14507501;424981;106312;-2535115;;;;;12503679;-484579;7500000;;7015421;-19333409;;-163521;-19496930;22170
NVEC;102816;USD;2022;FY;2023-03-31;2023-05-03;2023-05-03;4830826;4832096;22694458;257606;221551;-4082117;;;;;19091498;-935791;-7691317;;-8527108;-19323304;;-20700;-19344004;-8779614
NVEE;6767621;USD;2018;FY;2018-12-31;2019-03-14;2021-03-03;10991124;11506466;26856000;17384000;4359000;-13600000;;;;;34999000;-2203000;;-58155000;-60358000;;-45148000;100330000;47347000;21988000
NVEE;6767621;USD;2019;FY;2019-12-31;2020-02-26;2022-03-01;12116185;12513034;23756000;25816000;14381000;-24053000;;;;;39900000;-2625000;;-348375000;-351000000;;307064000;;302186000;-8914000
NVEE;6767621;USD;2020;FY;2020-12-31;2021-03-03;2023-02-24;12362786;12713075;21018000;45488000;16105000;13398000;;;;;96009000;-8185000;;-882000;-9067000;;-51832000;;-53858000;33084000
NVEE;6767621;USD;2021;FY;2021-12-31;2022-03-01;2024-02-23;14135333;14656381;47147000;44971000;23169000;-13845000;;;;;101442000;-12264000;;-67995000;-80259000;;-197598000;172500000;-38112000;-16929000
NVEE;6767621;USD;2022;FY;2022-12-31;2023-02-24;2024-02-23;14753738;15260186;49973000;44063000;16955000;-17011000;;;;;93980000;-15602000;;-5908000;-21510000;;-80445000;;-81909000;-9439000
NVFY;11036213;USD;2022;FY;2022-12-31;2023-04-17;2023-04-17;6929565;6929565;-17075917;88285;13964032;-2465821;;;;;-5367650;-8772;;;-8772;;;;;-4901939
NVIV;11036221;USD;2018;FY;2018-12-31;2019-04-01;2020-02-20;6653;6653;-23423000;91000;12237000;-1217000;;;;;-12312000;-65000;;;-65000;;-752000;16632000;15880000;3503000
NVIV;11036221;USD;2019;FY;2019-12-31;2020-02-20;2021-03-01;13414;13414;-11830000;57000;1200000;259000;;;;;-10314000;-12000;;;-12000;;-100000;368000;268000;-10058000
NVIV;11036221;USD;2020;FY;2020-12-31;2021-03-01;2022-03-07;276107;276107;-9074000;46000;498000;-1004000;;;;;-9534000;-41000;;;-41000;;;22462000;22462000;12887000
NVIV;11036221;USD;2021;FY;2021-12-31;2022-03-07;2023-03-01;1323659;1323659;-9895000;44000;643000;354000;;;;;-8854000;-77000;;;-77000;;;8509000;8509000;-422000
NVIV;11036221;USD;2022;FY;2022-12-31;2023-03-01;2023-03-01;1536474;1536474;-10490000;60000;544000;-596000;;;;;-10482000;-160000;;;-160000;;;7962000;7962000;-2680000
NVNO;14159433;USD;2018;FY;2018-12-31;2019-03-14;2019-03-14;8512;;-13042709;133419;7131853;-578401;;;;;-6355838;-12422;;;-12422;;2080386;7657427;9031217;2662957
NVNO;14159433;USD;2019;FY;2019-12-31;2020-03-30;2021-03-31;8512;;-7625397;123660;1803789;66788;;;;;-5631160;-363891;;;-363891;;5371692;;5371692;-623359
NVNO;14159433;USD;2020;FY;2020-12-31;2021-03-31;2021-03-31;8512;;-9135486;97549;983631;665781;;;;;-7388525;-180291;;;-180291;;13428012;1358102;14786114;7217298
NVNO;14159433;USD;2021;FY;2021-12-31;2022-03-02;2023-03-02;8680000;8680000;-16528000;149000;5990000;-1459000;;;;;-11848000;-368000;;;-368000;;38373000;960000;57607000;45391000
NVNO;14159433;USD;2022;FY;2022-12-31;2023-03-02;2024-02-29;11230000;11230000;-24669000;212000;9258000;-420000;;;;;-15619000;-115000;-34439000;;-34554000;;;;;-50173000
NVR;896899;USD;2018;FY;2018-12-31;2019-02-19;2021-02-12;3631000;4092000;797197000;20168000;-17553000;-76686000;;;;;723126000;-18408000;;;-8177000;;;-672024000;-672258000;42691000
NVR;896899;USD;2019;FY;2019-12-31;2020-02-19;2022-02-16;3641000;3973000;878539000;20818000;39794000;-72616000;;;;;866535000;-20829000;;-702000;-13284000;;;-424389000;-424695000;428556000
NVR;896899;USD;2020;FY;2020-12-31;2021-02-12;2023-02-15;3692000;3917000;901248000;21992000;106656000;-104627000;;;;;925269000;-15123000;;-435000;-3933000;;923905000;-190212000;727642000;1648978000
NVR;896899;USD;2021;FY;2021-12-31;2022-02-16;2024-02-14;3468000;3755000;1236719000;19463000;-158909000;6311948000;;;;;7409221000;-16897000;;-1282000;-6185007000;;;-1395649000;-1397012000;-172798000
NVR;896899;USD;2022;FY;2022-12-31;2023-02-15;2024-02-14;3286000;3509000;1725575000;17396000;-43766000;6511817000;;;;;8211022000;-17696000;;-9735000;-6368352000;;-600000000;-1303641000;-1905136000;-62466000
NVRO;6767785;USD;2018;FY;2018-12-31;2019-02-21;2021-02-24;30051961;30051961;-49205000;3887000;45454000;-5844000;;;;;-5708000;-8217000;;;6433000;;;9496000;7754000;8221000
NVRO;6767785;USD;2019;FY;2019-12-31;2020-02-25;2022-02-23;30803872;30803872;-103686000;4563000;51788000;-2890000;;;;;-50225000;-3472000;;;32330000;;;35150000;32093000;14457000
NVRO;6767785;USD;2020;FY;2020-12-31;2021-02-24;2023-02-21;33677641;33677641;-83065000;4794000;68672000;10790000;;;;;1191000;-6025000;;;-369868000;;224683000;189281000;346905000;-21126000
NVRO;6767785;USD;2021;FY;2021-12-31;2022-02-23;2024-02-23;34823258;34823258;-131360000;4882000;68748000;15849000;;;;;-41881000;-12340000;;;201715000;;-172500000;11181000;-169381000;-9887000
NVRO;6767785;USD;2022;FY;2022-12-31;2023-02-21;2024-02-23;34878443;34878443;3001000;6180000;64384000;-48890000;;;;;24675000;-7542000;;;64290000;;;6393000;-2457000;85663000
NVST;1234782;USD;2018;FY;2018-12-31;2019-02-19;2021-02-19;127900000;127900000;230700000;130000000;20100000;19300000;;;;;400100000;-72200000;;;-75500000;;;;-324600000;0
NVST;1234782;USD;2019;FY;2019-12-31;2020-02-21;2022-02-24;128800000;128800000;217600000;168100000;19000000;-7200000;;;;;397500000;-76200000;;;-78400000;;1315600000;643400000;-107700000;211200000
NVST;1234782;USD;2020;FY;2020-12-31;2021-02-19;2023-02-16;159400000;159400000;33300000;132600000;41800000;76200000;;;;;283900000;-42400000;;-40700000;-69100000;;517300000;13800000;492500000;677700000
NVST;1234782;USD;2021;FY;2021-12-31;2022-02-24;2024-02-15;161500000;178100000;340500000;123600000;41700000;-144200000;;;;;361600000;-43100000;;310400000;262700000;;;;;624300000
NVST;1234782;USD;2022;FY;2022-12-31;2023-02-16;2024-02-15;161200000;177600000;243100000;137800000;44500000;-242700000;;;;;182700000;-72400000;;-622300000;-657300000;;300000;;300000;-474300000
NVT;1234783;USD;2018;FY;2018-12-31;2019-02-19;2021-02-23;178600000;180800000;230800000;97100000;-26100000;41700000;-1300000;-12000000;13400000;41600000;343500000;-37100000;;-2000000;-39100000;-62900000;947200000;-47400000;-166600000;132100000
NVT;1234783;USD;2019;FY;2019-12-31;2020-02-25;2022-02-25;169800000;171000000;222700000;96800000;22200000;-5400000;26600000;900000;-7900000;-25000000;336300000;-32500000;;-127800000;-160300000;-120700000;120500000;-235700000;-226400000;-52600000
NVT;1234783;USD;2020;FY;2020-12-31;2021-02-23;2023-02-28;167700000;168800000;-47200000;102600000;241900000;46700000;;;;;344000000;-38000000;;-27000000;-65000000;-119000000;-117500000;-43200000;-272500000;16100000
NVT;1234783;USD;2021;FY;2021-12-31;2022-02-25;2024-02-20;168200000;170100000;272900000;108400000;-3000000;-5000000;;;;;373300000;-38900000;;-235100000;-274000000;-117700000;53400000;-91500000;-166800000;-73000000
NVT;1234783;USD;2022;FY;2022-12-31;2023-02-28;2024-02-20;166300000;168300000;399800000;114200000;-55500000;-63900000;;;;;394600000;-43900000;;-8600000;-52500000;-117000000;83300000;-58400000;-82100000;248000000
NVTA;963379;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;66747000;66747000;-129355000;13540000;27347000;-3752000;;;;;-92220000;-5970000;42743000;;35773000;;141741000;17511000;157152000;100705000
NVTA;963379;USD;2019;FY;2019-12-31;2020-03-02;2022-03-01;90859000;90859000;-241965000;16206000;71935000;8771000;;;;;-145053000;-20047000;-226417000;-33846000;-280310000;;264900000;213494000;464771000;39408000
NVTA;963379;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;134587000;134587000;-602170000;39050000;248645000;15973000;;;;;-298502000;-22865000;10061000;-383753000;-400583000;;129214000;547891000;672993000;-26092000
NVTA;963379;USD;2021;FY;2021-12-31;2022-03-01;2023-02-28;218384000;218384000;-379006000;80472000;-233664000;-27617000;;;;;-559815000;-54720000;99336000;-247396000;-204080000;;1116427000;458030000;1565940000;802045000
NVTA;963379;USD;2022;FY;2022-12-31;2023-02-28;2023-02-28;235676000;235676000;-3106293000;142071000;2496602000;-25341000;;;;;-492961000;-8755000;-166048000;;-174803000;;;17815000;1758000;-666006000
NVTS;11795196;USD;2020;FY;2020-12-31;2021-03-25;2022-03-31;16246000;16246000;-19044000;511000;1093000;-3185000;;;;;-20625000;-223000;;;-215000;;1200000;53116000;53590000;32751000
NVTS;11795196;USD;2021;FY;2021-12-31;2022-03-31;2023-04-03;39167000;39167000;-152685000;755000;125045000;-14815000;;;;;-41700000;-2068000;;-680000;-3466000;;298999000;517000;274549000;229383000
NVTS;11795196;USD;2022;FY;2022-12-31;2023-04-03;2024-03-06;39167000;39167000;72887000;7839000;-127904000;2681000;;;;;-44497000;-4644000;;-101561000;-107608000;;-6933000;1161000;-5810000;-157915000
NWBO;11795292;USD;2018;FY;2018-12-31;2019-04-02;2020-03-16;440016000;440016000;-35794000;1291000;-1147000;1064000;;;;;-34586000;45595000;;;45402000;;4173000;3598000;7871000;22107000
NWBO;11795292;USD;2019;FY;2019-12-31;2020-03-16;2022-03-01;564188000;564188000;-20812000;21000;-6957000;-4111000;;;;;-31859000;;;;-360000;;6258000;9094000;9952000;-21852000
NWBO;11795292;USD;2020;FY;2020-12-31;2021-03-31;2023-02-28;725129000;725129000;-529821000;87000;497676000;-35000;;;;;-32093000;;;-1532000;-8142000;;12342000;40729000;52692000;9607000
NWBO;11795292;USD;2021;FY;2021-12-31;2022-03-01;2024-03-05;873517000;1007869000;179126000;324000;-220474000;2725000;;;;;-38299000;;;;-5765000;;23837000;24045000;47882000;5186000
NWBO;11795292;USD;2022;FY;2022-12-31;2023-02-28;2024-03-05;1015852000;1015852000;-105032000;1252000;43796000;7209000;;;;;-52775000;;;;-336000;;111000;39291000;39402000;-8204000
NWE;342218;USD;2018;FY;2018-12-31;2019-02-12;2021-02-12;49984562;50237471;196960000;174476000;-4939000;15488000;;;;;381985000;-283895000;-2500000;-18504000;-304899000;-109202000;-11556000;44796000;-73804000;3282000
NWE;342218;USD;2019;FY;2019-12-31;2020-02-13;2022-02-11;50429000;50751858;202120000;172923000;-7165000;-71158000;;;;;296720000;-316016000;-135000;;-316151000;-115127000;131000000;;16190000;-3241000
NWE;342218;USD;2020;FY;2020-12-31;2021-02-12;2023-02-17;50559000;50704389;155215000;179644000;-5372000;22662000;;;;;352149000;-405762000;-42000;;-405804000;-120350000;183000000;;58681000;5026000
NWE;342218;USD;2021;FY;2021-12-31;2022-02-11;2023-02-17;51892000;51892000;186840000;187467000;-14000;-154315000;;;;;219978000;-434328000;-1505000;;-435833000;-128483000;149960000;196246000;217521000;1666000
NWE;342218;USD;2022;FY;2022-12-31;2023-02-17;2023-02-17;50559208;50704389;183008000;195020000;-11892000;-58894000;;;;;307242000;-515140000;-1719000;;-516859000;-140062000;77000000;276971000;213318000;3701000
NWL;378194;USD;2018;FY;2018-12-31;2019-03-04;2021-02-19;473700000;473700000;-6942000000;434000000;7468000000;-280000000;;;;;680000000;-384000000;;5133000000;4807000000;-435000000;-3484000000;-1507000000;-5454000000;10000000
NWL;378194;USD;2019;FY;2019-12-31;2020-03-02;2022-02-14;423300000;423900000;107000000;446000000;356000000;135000000;;;;;1044000000;-265000000;;996000000;736000000;-391000000;-1298000000;;-1904000000;-125000000
NWL;378194;USD;2020;FY;2020-12-31;2021-02-19;2023-02-15;424100000;424100000;-766000000;357000000;1367000000;474000000;;;;;1432000000;-259000000;;16000000;-228000000;-392000000;-160000000;;-559000000;650000000
NWL;378194;USD;2021;FY;2021-12-31;2022-02-14;2024-02-21;425400000;428500000;622000000;325000000;79000000;-142000000;;;;;884000000;-289000000;;;-268000000;-394000000;-704000000;;-1143000000;-544000000
NWL;378194;USD;2022;FY;2022-12-31;2023-02-15;2024-02-21;415700000;417400000;197000000;296000000;424000000;-1189000000;;;;;-272000000;-312000000;;617000000;343000000;-385000000;517000000;-325000000;-232000000;-174000000
NWN;6767575;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;28880000;28880000;64569000;85156000;26300000;-6609000;;;;;168771000;-214159000;;-873000;-217453000;-51311000;116274000;1546000;57843000;9161000
NWN;6767575;USD;2019;FY;2019-12-31;2020-03-02;2022-02-25;30472000;30472000;61735000;91496000;71048000;-38978000;;;;;186013000;-222812000;;-56786000;-303781000;-53339000;76480000;92956000;115498000;-2270000
NWN;6767575;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;30589000;30599000;76781000;103683000;42537000;-79577000;;;;;145318000;-264867000;;-25763000;-294277000;-55420000;230425000;;171777000;22818000
NWN;6767575;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;31129000;31129000;81172000;110504000;57335000;-100110000;;;;;148901000;-278237000;;;-283136000;-56056000;83975000;;139328000;5093000
NWPX;1031014;USD;2018;FY;2018-12-31;2019-03-15;2021-03-04;9726000;9733000;20312000;8767000;-25391000;-22088000;;;;;-18400000;4859000;;-37223000;-27899000;;11464000;;9330000;-36969000
NWPX;1031014;USD;2019;FY;2019-12-31;2020-03-03;2022-03-16;9741000;9779000;27902000;12713000;5093000;-2822000;;;;;42886000;-8585000;;;-6423000;;-11464000;;-12126000;24337000
NWPX;1031014;USD;2020;FY;2020-12-31;2021-03-04;2023-03-16;9788000;9873000;19050000;14551000;6738000;15748000;;;;;56087000;-14342000;;-48728000;-61433000;;13762000;;12259000;6913000
NWPX;1031014;USD;2021;FY;2021-12-31;2022-03-16;2024-03-05;9871000;9921000;11523000;13624000;3589000;-34547000;;;;;-5811000;-13262000;;-87215000;-100152000;;72999000;;71033000;-34930000
NWPX;1031014;USD;2022;FY;2022-12-31;2023-03-16;2024-03-05;9914000;10012000;31149000;17103000;3930000;-34642000;;;;;17540000;-23156000;;;-23050000;;7691000;;6194000;684000
NWS;160346;USD;2018;FY;2018-06-30;2018-08-15;2018-08-15;582700000;582700000;-1444000000;472000000;1616000000;113000000;;;;;757000000;-227000000;;-76000000;-321000000;-158000000;-118000000;0;-398000000;18000000
NWS;160346;USD;2019;FY;2019-06-30;2019-08-13;2021-08-10;584700000;587900000;228000000;659000000;112000000;-71000000;;;;;928000000;-469000000;;-192000000;-677000000;-161000000;-435000000;;-610000000;-391000000
NWS;160346;USD;2020;FY;2020-06-30;2020-08-11;2022-08-12;587900000;587900000;-1545000000;644000000;1895000000;-214000000;;;;;780000000;-402000000;;-32000000;-427000000;-158000000;-300000000;;-472000000;-126000000
NWS;160346;USD;2021;FY;2021-06-30;2021-08-10;2023-08-15;590300000;592600000;389000000;680000000;65000000;103000000;;;;;1237000000;-366000000;;-912000000;-1292000000;-163000000;958000000;;699000000;644000000
NWS;160346;USD;2022;FY;2022-06-30;2022-08-12;2023-08-15;590000000;593000000;760000000;688000000;124000000;-218000000;;;;;1354000000;-496000000;;-1572000000;-2076000000;-175000000;852000000;-179000000;404000000;-318000000
NWY;33184;USD;2018;FY;2019-01-31;2019-04-17;2019-04-17;63825000;65913000;4230000;21356000;4228000;-2742000;;;;;27072000;-8527000;;;-8152000;;-13744000;38000;-14286000;4634000
NWY;33184;USD;2019;FY;2020-01-31;2020-06-09;2020-06-09;64346000;64346000;-61623000;20113000;68198000;-51231000;;;;;-24543000;-8547000;;;-8143000;;-1761000;;-2226000;-34912000
NX;921442;USD;2018;FY;2018-10-31;2018-12-11;2020-12-11;34701000;35025000;26553000;51822000;-2625000;28861000;;;;;104611000;-26484000;;;-26052000;-7020000;-30549000;-27288000;-65817000;11548000
NX;921442;USD;2019;FY;2019-10-31;2019-12-12;2021-12-17;32960000;32960000;-46730000;49586000;82813000;10703000;;;;;96372000;-24883000;;;-23559000;-10644000;-54026000;-6264000;-71264000;1865000
NX;921442;USD;2020;FY;2020-10-31;2020-12-11;2022-12-16;32689000;32821000;38496000;47229000;2379000;12692000;;;;;100796000;-25726000;;;-25224000;-10534000;-40527000;-3607000;-55122000;20753000
NX;921442;USD;2021;FY;2021-10-31;2021-12-17;2023-12-15;33359000;33650000;56980000;42732000;8920000;-30044000;;;;;78588000;-24008000;;;-18708000;-10779000;-65680000;5090000;-71861000;-11560000
NX;921442;USD;2022;FY;2022-10-31;2022-12-16;2023-12-15;33048000;33205000;88336000;40109000;6402000;-36882000;;;;;97965000;-33121000;;;-32962000;-10598000;-26747000;-5911000;-45879000;15032000
NXGN;497184;USD;2018;FY;2019-03-31;2019-05-29;2021-05-27;64417000;64600000;24494000;31794000;34868000;-40681000;;;;;50475000;-4952000;;;-25523000;;-26000000;7533000;-21648000;3304000
NXGN;497184;USD;2019;FY;2020-03-31;2020-06-01;2022-05-18;65474000;65612000;7498000;30708000;55194000;-7799000;;;;;85601000;-7449000;;-71691000;-96072000;;118000000;2409000;116268000;105797000
NXPI;1150946;USD;2018;FY;2018-12-31;2019-02-25;2021-02-25;325781000;328606000;2258000000;1987000000;141000000;-17000000;;;;;4369000000;-660000000;-7000000;141000000;-522000000;-74000000;723000000;-4967000000;-4597000000;-758000000
NXPI;1150946;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;282056000;285911000;272000000;2047000000;229000000;-175000000;;;;;2373000000;-605000000;-18000000;-1661000000;-3434000000;-319000000;1150000000;-1359000000;-681000000;-1744000000
NXPI;1150946;USD;2020;FY;2020-12-31;2021-02-25;2023-03-01;279763000;283809000;80000000;1988000000;-13000000;427000000;;;;;2482000000;-518000000;-28000000;127000000;-418000000;-420000000;191000000;-555000000;-835000000;1230000000
NXPI;1150946;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;265642000;268545000;1906000000;1262000000;346000000;-437000000;;;;;3077000000;-930000000;0;-23000000;-933000000;-562000000;2979000000;-3953000000;-1585000000;556000000
NXPI;1150946;USD;2022;FY;2022-12-31;2023-03-01;2024-02-22;261879000;264053000;2833000000;1250000000;184000000;-372000000;;;;;3895000000;-1223000000;-7000000;-27000000;-1247000000;-815000000;579000000;-1367000000;-1619000000;1017000000
NXRT;6767757;USD;2018;FY;2018-12-31;2019-02-19;2021-02-22;21189000;21667000;-1614000;47470000;-6099000;1986000;;;;;41743000;29553000;;-130373000;33062000;-22265000;-123597000;75110000;-74924000;-119000
NXRT;6767757;USD;2019;FY;2019-12-31;2020-02-21;2022-02-18;24116000;24593000;99438000;69086000;-114406000;-2752000;;;;;51366000;;;-797349000;-129980000;-28046000;-182821000;69874000;106667000;28053000
NXRT;6767757;USD;2020;FY;2020-12-31;2021-02-22;2023-02-24;24715000;25234000;44150000;82411000;-61536000;-7799000;;;;;57226000;;;-84766000;57967000;-32296000;-106914000;13188000;-129360000;-14167000
NXRT;6767757;USD;2021;FY;2021-12-31;2022-02-18;2024-02-27;25170000;25760000;23106000;86878000;-21919000;-1345000;;;;;86720000;-333343000;;;-95100000;-35804000;55438000;25590000;40061000;31681000
