Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Cost of Revenue;Gross Profit;Operating Expenses;Selling, General & Administrative;Research & Development;Depreciation & Amortization;Operating Income (Loss);Non-Operating Income (Loss);Interest Expense, Net;Pretax Income (Loss), Adj.;Abnormal Gains (Losses);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
ROAD;1291788;USD;2019;FY;2019-09-30;2019-12-13;2021-11-29;51421159;51427220;783238000;-665285000;117953000;-62724000;-62724000;;;55229000;-1445000;-1861000;53784000;1909000;55693000;-13909000;43121000;;43121000;43121000
ROAD;1291788;USD;2020;FY;2020-09-30;2020-12-11;2022-11-22;51489211;51636934;785679000;-663467000;122212000;-68597000;-68597000;;;53615000;-2174000;-3113000;51441000;1616000;53057000;-12760000;40297000;;40297000;40297000
ROAD;1291788;USD;2021;FY;2021-09-30;2021-11-29;2023-11-29;51686735;51864403;910739000;-790803000;119936000;-91878000;-91878000;;;28058000;-1575000;-2404000;26483000;2043000;28526000;-8349000;20177000;;20177000;20177000
ROAD;1291788;USD;2022;FY;2022-09-30;2022-11-22;2023-11-29;51773559;51957420;1301674000;-1162372000;139302000;-107562000;-107562000;;;31740000;-7122000;-7701000;24618000;3673000;28291000;-6915000;21376000;;21376000;21376000
ROCK;548420;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;31979000;32534000;837097000;-626171000;210926000;-128233000;-128233000;;;82693000;-14018000;-10709000;68675000;-1552000;67123000;-13011000;54112000;9697000;63809000;63809000
ROCK;548420;USD;2019;FY;2019-12-31;2020-02-28;2022-02-23;32389000;32722000;898233000;-678336000;219897000;-139085000;-139085000;;;80812000;-2731000;-2323000;78081000;;78081000;-18153000;59928000;5163000;65091000;65091000
ROCK;548420;USD;2020;FY;2020-12-31;2021-02-25;2023-02-22;32664000;32918000;1032578000;-776235000;256343000;-149153000;-149153000;;;107190000;569000;-703000;107759000;;107759000;-24468000;83291000;-18725000;64566000;64566000
ROCR;11819365;USD;2020;FY;2020-12-31;2021-03-04;2022-04-15;3665996;14783000;;;;-975;-975;;;-975;;;-975;;-975;;-975;;-975;-975
ROCR;11819365;USD;2021;FY;2021-12-31;2022-04-15;2023-05-02;3283000;14783000;612241000;-502688000;109553000;-103464000;-50994000;;-52470000;6089000;-50477000;-50477000;-44388000;-57187000;-101575000;;-101575000;-8851000;-110426000;-110426000
ROCR;11819365;USD;2022;FY;2022-12-31;2023-04-28;2023-05-02;3283000;14783000;753856000;-665291000;88565000;-128269000;-69892000;;-58377000;-39704000;-59317000;-59317000;-99021000;-5771000;-104792000;;-104792000;;-36420000;-36420000
ROG;1092274;USD;2018;FY;2018-12-31;2019-02-21;2021-02-19;18374000;18659000;879091000;-568308000;310783000;-194034000;-164046000;-33075000;;116749000;-2122000;-6629000;114627000;-4038000;110589000;-22938000;87651000;;87651000;87651000
ROG;1092274;USD;2019;FY;2019-12-31;2020-02-21;2022-02-22;18573000;18713000;898260000;-583968000;314292000;-201326000;-168682000;-31685000;;112966000;-2142000;-6869000;110824000;-55698000;55126000;-7807000;47319000;;47319000;47319000
ROG;1092274;USD;2020;FY;2020-12-31;2021-02-19;2023-03-01;18681000;18706000;802583000;-510763000;291820000;-211499000;-182283000;-29320000;;80321000;1255000;-7135000;81576000;-13042000;68534000;-18544000;49990000;;49990000;49990000
ROG;1092274;USD;2021;FY;2021-12-31;2022-02-22;2024-02-27;18740000;18874000;932900000;-583800000;349100000;-228300000;-193100000;-29900000;;120800000;9100000;-2500000;129900000;-3600000;126300000;-18200000;108100000;;108100000;108100000
ROG;1092274;USD;2022;FY;2022-12-31;2023-03-01;2024-02-27;18731000;18863000;971200000;-650200000;321000000;-110000000;-218800000;-35200000;;211000000;-4000000;-9500000;207000000;-66600000;140400000;-23800000;116600000;;116600000;116600000
ROIC;6767587;USD;2018;FY;2018-12-31;2019-02-20;2021-02-24;112463158;112463158;295798000;-43851000;251947000;-148583000;-14918000;;-100838000;103364000;-62113000;-62113000;41251000;5890000;47141000;;47141000;;42736000;42736000
ROIC;6767587;USD;2019;FY;2019-12-31;2020-02-19;2022-02-17;116295238;116295238;295040000;-43662000;251378000;-149183000;-17831000;;-97559000;102195000;-61687000;-61687000;40508000;13175000;53683000;;53683000;;48844000;48844000
ROIC;6767587;USD;2020;FY;2020-12-31;2021-02-24;2023-02-16;118570370;118570370;284114000;-41050000;243064000;-148617000;-16755000;;-97731000;94447000;-59726000;-59726000;34721000;;34721000;;34721000;;32014000;32014000
ROIC;6767587;USD;2021;FY;2021-12-31;2022-02-17;2024-02-15;119544749;128453898;284100000;;;-190685000;-19654000;;-92929000;93415000;-58395000;-57535000;35020000;22340000;57360000;;57360000;;53508000;53508000
ROIC;6767587;USD;2022;FY;2022-12-31;2023-02-16;2024-02-15;124088235;124088235;312929000;;;-204937000;-21735000;;-97494000;107992000;-60185000;-59225000;47807000;7653000;55460000;;55460000;;51869000;51869000
ROIV;1374136;USD;2021;FY;2021-12-31;2022-02-14;2022-06-28;713319399;844461685;23795000;-2057000;21738000;-496504000;-496504000;;;-474766000;-8701000;;-483467000;-415080000;-898547000;-1686000;-900233000;;-809234000;-809234000
ROIV;1374136;USD;2022;FY;2022-12-31;2023-06-28;2023-06-28;713319399;844461685;55286000;;;-1267034000;-1258068000;;;-1211748000;-3435000;-6672000;-1215183000;291436000;-923747000;-369000;-924116000;;-845262000;-845262000
ROK;121874;USD;2018;FY;2018-09-30;2018-11-09;2020-11-10;125400000;126900000;6666000000;-3781100000;2884900000;-1571100000;-1587900000;;;1313800000;-73000000;-73000000;1240800000;90000000;1330800000;-795300000;535500000;;535500000;535500000
ROK;121874;USD;2019;FY;2019-09-30;2019-11-12;2021-11-09;118300000;119300000;6694800000;-3794700000;2900100000;-1538500000;-1538500000;;;1361600000;-92100000;-98200000;1269500000;-368500000;901000000;-205200000;695800000;;695800000;695800000
ROK;121874;USD;2020;FY;2020-09-30;2020-11-10;2022-11-08;115800000;116600000;6329800000;-3734600000;2595200000;-1509500000;-1479800000;;;1085700000;-103500000;-103500000;982200000;153900000;1136100000;-112900000;1023200000;;1023400000;1023400000
ROK;121874;USD;2021;FY;2021-09-30;2021-11-09;2023-11-08;116000000;117100000;6997400000;-4099700000;2897700000;-1674300000;-1680000000;;;1223400000;-94600000;-94600000;1128800000;397400000;1526200000;-181900000;1344300000;;1358100000;1358100000
ROK;121874;USD;2022;FY;2022-09-30;2022-11-08;2023-11-08;115900000;116700000;7760400000;-4658400000;3102000000;-1768300000;-1766700000;;;1333700000;-123200000;-123200000;1210500000;-136900000;1073600000;-154500000;919100000;;932200000;932200000
ROKU;617783;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;104618000;104618000;742506000;-410358000;332148000;-345444000;-174752000;-170692000;;-13296000;3963000;-346000;-9333000;;-9333000;476000;-8857000;;-8857000;-8857000
ROKU;617783;USD;2019;FY;2019-12-31;2020-03-02;2022-02-18;115218000;115218000;1128921000;-633697000;495224000;-560283000;-295272000;-265011000;;-65059000;4140000;-2366000;-60919000;;-60919000;982000;-59937000;;-59937000;-59937000
ROKU;617783;USD;2020;FY;2020-12-31;2021-02-26;2023-02-16;123978000;123978000;1778388000;-970169000;808219000;-828472000;-472688000;-355784000;;-20253000;1801000;-3432000;-18452000;;-18452000;945000;-17507000;;-17507000;-17507000
ROKU;617783;USD;2021;FY;2021-12-31;2022-02-18;2024-02-16;133685000;142286000;2764584000;-1355984000;1408600000;-1173500000;-711898000;-461602000;;235100000;1487000;-2980000;236587000;;236587000;5798000;242385000;;242385000;242385000
ROKU;617783;USD;2022;FY;2022-12-31;2023-02-16;2024-02-16;137668000;137668000;3126534000;-1685412000;1441122000;-1972010000;-1183097000;-788913000;;-530888000;38605000;-5161000;-492283000;;-492283000;-5722000;-498005000;;-498005000;-498005000
ROL;744726;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;490936500;490936500;1821565000;-894437000;927128000;-617490000;-550698000;;-66792000;309638000;220000;220000;309858000;875000;310733000;-79070000;231663000;;231663000;231663000
ROL;744726;USD;2019;FY;2019-12-31;2020-02-28;2022-02-25;491215500;491215500;2015477000;-993593000;1021884000;-704490000;-623379000;;-81111000;317394000;-56234000;-6917000;261160000;;261160000;-57813000;203347000;;203347000;203347000
ROL;744726;USD;2020;FY;2020-12-31;2021-02-26;2023-02-16;491604000;491604000;2161220000;-1048592000;1112628000;-736540000;-657209000;;-79331000;376088000;-13372000;-5082000;362716000;;362716000;-95960000;266756000;;266756000;266756000
ROL;744726;USD;2021;FY;2021-12-31;2022-02-25;2024-02-15;492069000;492069000;2424300000;-1162617000;1261683000;-814047000;-727489000;;-86558000;447636000;34849000;-830000;482485000;;482485000;-125920000;356565000;;356565000;356565000
ROL;744726;USD;2022;FY;2022-12-31;2023-02-16;2024-02-15;492300000;492413000;2695823000;-1308399000;1387424000;-894036000;-802710000;;-91326000;493388000;5529000;-2638000;498917000;;498917000;-130318000;368599000;;368599000;368599000
ROLL;6480958;USD;2018;FY;2019-03-31;2019-05-23;2021-05-21;24357684;24716213;702516000;-425863000;276653000;-145390000;-117504000;;;131263000;-5173000;-5173000;126090000;;126090000;-20897000;105193000;;105193000;105193000
ROLL;6480958;USD;2019;FY;2020-03-31;2020-05-20;2022-08-05;24632637;24922631;727461000;-438358000;289103000;-140497000;-129983000;;;148606000;-1885000;-1885000;146721000;;146721000;-26371000;120350000;;120350000;120350000
ROLL;6480958;USD;2020;FY;2021-03-31;2021-05-21;2023-05-19;24851344;25048451;609000000;-374900000;234100000;-119500000;-102800000;;;114600000;-1400000;-1400000;113200000;;113200000;-23100000;90100000;;90100000;90100000
ROLL;6480958;USD;2021;FY;2022-03-31;2022-05-26;2023-05-19;26946355;27311029;942900000;-585800000;357100000;-236000000;-167600000;;;121100000;-42400000;-41500000;78700000;;78700000;-24000000;54700000;;54700000;42700000
ROLL;6480958;USD;2022;FY;2023-03-31;2023-05-19;2023-05-19;28805305;29120318;1469300000;-864500000;604800000;-311800000;-229700000;;;293000000;-83300000;-76700000;209700000;;209700000;-43000000;166700000;;166700000;143800000
ROOT;13992949;USD;2022;FY;2022-12-31;2023-02-22;2024-02-21;14100000;14100000;310800000;;;-573900000;-175400000;-55500000;;-263100000;-34600000;-34600000;-297700000;;-297700000;;-297700000;;-297700000;-297700000
ROP;119446;USD;2018;FY;2018-12-31;2019-02-25;2021-02-22;103200000;104400000;5191200000;-1911700000;3279500000;-1883100000;-1883100000;;;1396400000;-182100000;-182100000;1214300000;-15900000;1198400000;-254000000;944400000;;944400000;944400000
ROP;119446;USD;2019;FY;2019-12-31;2020-02-28;2022-02-22;103900000;105100000;4727700000;-1587600000;3140100000;-1811800000;-1811800000;;;1328300000;-191600000;-186200000;1136700000;920700000;2057400000;-417400000;1640000000;127900000;1767900000;1767900000
ROP;119446;USD;2020;FY;2020-12-31;2021-02-22;2023-02-27;104600000;105700000;4022400000;-1194100000;2828300000;-1745400000;-1745400000;;;1082900000;-221600000;-218500000;861300000;;861300000;-187500000;673800000;275900000;949700000;949700000
ROP;119446;USD;2021;FY;2021-12-31;2022-02-22;2024-02-22;105400000;106700000;4833800000;-1426200000;3407600000;-2072000000;-2072000000;;;1335600000;-209300000;-233900000;1126300000;-94400000;1031900000;-226600000;805300000;347300000;1152600000;1152600000
ROP;119446;USD;2022;FY;2022-12-31;2023-02-27;2024-02-22;104600000;105700000;5371800000;-1619000000;3752800000;-2228300000;-2228300000;;;1524500000;-242500000;-192400000;1282000000;;1282000000;-296400000;985600000;3559100000;4544700000;4544700000
ROST;200092;USD;2018;FY;2019-01-31;2019-04-02;2021-03-30;369533000;372678000;14983541000;-10726277000;4257264000;-2216550000;-2216550000;;;2040714000;10162000;10162000;2050876000;;2050876000;-463419000;1587457000;;1587457000;1587457000
ROST;200092;USD;2019;FY;2020-01-31;2020-03-31;2022-03-29;358462000;361182000;16039073000;-11536187000;4502886000;-2356704000;-2356704000;;;2146182000;18106000;18106000;2164288000;;2164288000;-503360000;1660928000;;1660928000;1660928000
ROST;200092;USD;2020;FY;2021-01-31;2021-03-30;2023-03-28;352392000;354619000;12531565000;-9838574000;2692991000;-2503281000;-2503281000;;;189710000;-83413000;-83413000;106297000;;106297000;-20915000;85382000;;85382000;85382000
ROST;200092;USD;2021;FY;2022-01-31;2022-03-29;2023-03-28;352392000;354619000;18916244000;-13708907000;5207337000;-2874469000;-2874469000;;;2332868000;-74328000;-74328000;2258540000;;2258540000;-535951000;1722589000;;1722589000;1722589000
ROST;200092;USD;2022;FY;2023-01-31;2023-03-28;2023-03-28;343452000;345222000;18695829000;-13946230000;4749599000;-2759268000;-2759268000;;;1990331000;-2842000;-2842000;1987489000;;1987489000;-475448000;1512041000;;1512041000;1512041000
ROT;11795068;USD;2020;FY;2020-12-31;2021-03-29;2022-03-29;7067442;27432558;8813000;-5602000;3211000;-24210000;-10093000;-14117000;;-20999000;74000;40000;-20925000;;-20925000;1000;-20924000;;-20924000;-20924000
ROT;11795068;USD;2021;FY;2021-12-31;2022-03-29;2023-03-16;7067442;27432558;5075000;-3867000;1208000;-82199000;-64683000;-17516000;;-80991000;17000;-34000;-80974000;-533000;-81507000;-1000;-81508000;;-81508000;-81508000
ROT;11795068;USD;2022;FY;2022-12-31;2023-03-16;2024-02-28;24473212;24473212;14569000;-11614000;2955000;-109757000;-73429000;-34144000;-2184000;-106802000;2574000;1831000;-104228000;-56794000;-161022000;3892000;-157130000;;-157130000;-157130000
ROVR;1241210;USD;2020;FY;2020-12-31;2021-02-10;2023-03-09;34375000;10666667;48800000;-19823000;28977000;-81982000;-38145000;-22567000;-8899000;-53005000;-2494000;-2666000;-55499000;-2080000;-57579000;94000;-57485000;;-57485000;-57485000
ROVR;1241210;USD;2021;FY;2021-12-31;2022-02-12;2023-03-09;116597000;116597000;109837000;-26536000;83301000;-100463000;-55496000;-22712000;-7327000;-17162000;-3187000;-2903000;-20349000;-43926000;-64275000;226000;-64049000;;-64049000;-64049000
ROVR;1241210;USD;2022;FY;2022-12-31;2023-03-09;2023-03-09;181854000;181854000;174010000;-41058000;132952000;-162869000;-102601000;-27529000;-5938000;-29917000;3277000;3894000;-26640000;5177000;-21463000;82000;-21979000;;-21979000;-21979000
RP;243720;USD;2018;FY;2018-12-31;2019-02-27;2021-03-01;87290000;91531000;869480000;-364179000;505301000;-439251000;-284815000;-118525000;-35911000;66050000;-31750000;-31750000;34300000;;34300000;425000;34725000;;34725000;34725000
RP;243720;USD;2019;FY;2019-12-31;2020-03-02;2021-03-01;92017000;96282000;988136000;-426173000;561963000;-469543000;-317018000;-112222000;-40303000;92420000;-31862000;-31862000;60558000;;60558000;-2350000;58208000;;58208000;58208000
RP;243720;USD;2020;FY;2020-12-31;2021-03-01;2021-03-01;96841000;101365000;1158484000;-501278000;657206000;-554439000;-376089000;-133661000;-44689000;102767000;-51460000;-51460000;51307000;;51307000;-4993000;46314000;;46314000;46314000
RPAY;11795310;USD;2018;FY;2018-12-31;2019-03-26;2021-05-10;7166771;7166771;130012940;-74986292;55026648;-39518302;-29097302;;-10421000;15508346;-6073915;-6072837;9434431;1103012;10537443;0;10537443;;10537443;10537443
RPAY;11795310;USD;2019;FY;2019-12-31;2020-03-16;2020-05-05;37530568;37530568;57560470;-15656730;41903740;-69515223;-45758335;;-23756888;-27611483;-7301717;-5921893;-34913200;-1638465;-36551665;4990989;-31560676;;-16289633;-16289633
RPAY;11795310;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;52180911;52180911;155036000;-41447000;113589000;-148109000;-87302000;;-60807000;-34520000;-14448000;-14445000;-48968000;-80756000;-129724000;12358000;-117366000;;-105597000;-105597000
RPAY;11795310;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;83318189;83318189;219258000;-55484000;163774000;-209745000;-120053000;;-89692000;-45971000;-12681000;-3599000;-58652000;-28076000;-86728000;30691000;-56037000;;-50084000;-50084000
RPAY;11795310;USD;2022;FY;2022-12-31;2023-03-01;2024-02-29;88792453;110671731;279227000;-64826000;214401000;-256812000;-149061000;;-107751000;-42411000;-4755000;-4245000;-47166000;62081000;14915000;-6174000;8741000;;12836000;12836000
RPD;1238784;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;46456825;46456825;244091000;-71083000;173008000;-226046000;-158303000;-67743000;;-53038000;-2041000;-1705000;-55079000;;-55079000;-466000;-55545000;;-55545000;-55545000
RPD;1238784;USD;2019;FY;2019-12-31;2020-02-28;2022-02-24;48731791;48731791;326947000;-91146000;235801000;-281796000;-202432000;-79364000;;-45995000;-7808000;-7375000;-53803000;;-53803000;-42000;-53845000;;-53845000;-53845000
RPD;1238784;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;51036824;51036824;411486000;-121517000;289969000;-364068000;-255500000;-108568000;;-74099000;-22764000;-22683000;-96863000;;-96863000;-1986000;-98849000;;-98849000;-98849000
RPD;1238784;USD;2021;FY;2021-12-31;2022-02-24;2024-02-26;55976671;55976671;535404000;-168948000;366456000;-486521000;-325742000;-160779000;;-120065000;-15848000;-13927000;-135913000;;-135913000;-10421000;-146334000;;-146334000;-146334000
RPD;1238784;USD;2022;FY;2022-12-31;2023-02-24;2024-02-26;58552065;58552065;685083000;-214349000;470734000;-582348000;-392378000;-189970000;;-111614000;-10691000;-9169000;-122305000;;-122305000;-2412000;-124717000;;-124717000;-124717000
RPHM;11819615;USD;2020;FY;2020-12-31;2021-03-23;2022-03-23;24210699;24210699;;;;-19552000;-3608000;-15944000;;-19552000;87000;;-19465000;;-19465000;;-19465000;;-19465000;-19465000
RPHM;11819615;USD;2021;FY;2021-12-31;2022-03-23;2023-03-27;18143487;18143487;;;;-39818000;-11649000;-28169000;;-39818000;48000;;-39770000;;-39770000;;-39770000;;-39770000;-39770000
RPHM;11819615;USD;2022;FY;2022-12-31;2023-03-27;2024-03-28;24496425;24496425;;;;-53848000;-16143000;-37705000;;-53848000;1893000;;-51955000;;-51955000;;-51955000;;-51955000;-51955000
RPID;14509181;USD;2020;FY;2020-12-31;2021-03-24;2022-03-24;358582;358582;16077000;-24148000;-8071000;-22469000;-15938000;-6531000;;-30540000;-3425000;-3447000;-33965000;-2979000;-36944000;-134000;-37078000;;-37078000;-28935000
RPID;14509181;USD;2021;FY;2021-12-31;2022-03-24;2023-03-10;19783539;19783539;23232000;-30973000;-7741000;-39491000;-29710000;-9781000;;-47232000;-3458000;-2608000;-50690000;-22743000;-73433000;-91000;-73524000;;-73524000;-69016000
RPM;328948;USD;2018;FY;2018-05-31;2018-07-23;2018-07-23;131179000;137171000;5321643000;-3140431000;2181212000;-1642701000;-1663143000;;;538511000;-103949000;-104547000;434562000;-17514000;417048000;-77791000;339257000;;337770000;337770000
RPM;328948;USD;2019;FY;2019-05-31;2019-07-24;2021-07-26;130552000;134333000;5564551000;-3476231000;2088320000;-1596043000;-1596043000;;;492277000;-105932000;-102392000;386345000;-46500000;339845000;-72158000;267687000;;266558000;266558000
RPM;328948;USD;2020;FY;2020-05-31;2020-07-27;2022-07-25;128468000;129974000;5506994000;-3414139000;2092855000;-1548653000;-1548653000;;;544202000;-103330000;-101003000;440872000;-33108000;407764000;-102682000;305082000;;304385000;304385000
RPM;328948;USD;2021;FY;2021-05-31;2021-07-26;2023-07-26;128459000;129078000;6106288000;-3701129000;2405159000;-1664026000;-1664026000;;;741133000;-54589000;-85400000;686544000;-18106000;668438000;-164938000;503500000;;502643000;502643000
RPM;328948;USD;2022;FY;2022-05-31;2022-07-25;2023-07-26;128334000;128927000;6707728000;-4274675000;2433053000;-1788284000;-1788284000;;;644769000;-83677000;-87928000;561092000;45707000;606799000;-114333000;492466000;;491481000;491481000
RPRX;13901219;USD;2020;FY;2020-12-31;2021-02-24;2023-02-15;375444000;375455000;2103357000;;;-231062000;-181715000;-26289000;-23058000;1872295000;-98046000;-128680000;1774249000;-72295000;1701954000;;1701954000;;975040000;975040000
RPRX;13901219;USD;2021;FY;2021-12-31;2022-02-15;2024-02-15;414794000;414802000;2236331000;;;-405906000;-182826000;-200084000;-22996000;1830425000;-84643000;-112607000;1745782000;-504581000;1241201000;;1241201000;;619728000;619728000
RPRX;13901219;USD;2022;FY;2022-12-31;2023-02-15;2024-02-15;437963000;437972000;2162580000;;;-410079000;-227303000;-177106000;-5670000;1752501000;-58719000;-109626000;1693782000;-1463718000;230064000;;230064000;;42832000;42832000
RPT;10384301;USD;2018;FY;2018-12-31;2019-02-21;2021-02-18;79592000;80088000;260622000;;;-194479000;-31383000;;-87327000;66143000;-43094000;-43439000;23049000;-4815000;18234000;-198000;18036000;;17619000;10918000
RPT;10384301;USD;2019;FY;2019-12-31;2020-02-20;2022-02-18;79802000;87722000;234088000;;;-180066000;-27634000;;-78647000;54022000;-39679000;-40057000;14343000;79522000;93865000;-179000;93686000;;91511000;84810000
RPT;10384301;USD;2020;FY;2020-12-31;2021-02-18;2023-02-16;79998000;79998000;191712000;;;-164232000;-25801000;;-77213000;27480000;-37513000;-39317000;-10033000;-466000;-10499000;25000;-10474000;;-10233000;-16934000
RPT;10384301;USD;2021;FY;2021-12-31;2022-02-18;2023-02-16;81083000;82298000;213488000;;;-172859000;-32328000;;-72254000;40629000;-33266000;-37025000;7363000;62813000;70176000;88000;70264000;;68639000;61938000
RPT;10384301;USD;2022;FY;2022-12-31;2023-02-16;2023-02-16;84231000;85474000;217656000;;;-182859000;-36697000;;-79456000;34797000;-32900000;-35589000;1897000;83880000;85777000;-120000;85657000;;84050000;77349000
RPTX;3307993;USD;2019;FY;2019-12-31;2020-03-03;2022-03-01;4825214;4825214;;;;-26377000;-5382000;-20995000;;-26377000;-6000;;-26383000;-638000;-27021000;-195000;-27216000;;-27216000;-27216000
RPTX;3307993;USD;2020;FY;2020-12-31;2021-03-04;2022-03-01;20045602;20045602;;;;-54437000;-14346000;-40091000;;-54437000;224000;240000;-54213000;-529000;-54742000;1325000;-53417000;;-53417000;-53417000
RPTX;3307993;USD;2021;FY;2021-12-31;2022-03-01;2023-02-28;20045602;20045602;;;;-116260000;-26213000;-90047000;;-116260000;218000;259000;-116042000;7456000;-108586000;1678000;-106908000;;-106908000;-106908000
RPTX;3307993;USD;2022;FY;2022-12-31;2023-02-28;2024-02-28;41922042;41922042;;;;151626000;32560000;119066000;;151626000;-5588000;-5631000;146038000;-132138000;13900000;15147000;29047000;;29047000;29047000
RRC;110931;USD;2018;FY;2018-12-31;2019-02-25;2021-02-23;246171000;246171000;3282645000;-1799543000;1483102000;-879396000;-209812000;-34117000;-635467000;603706000;-210209000;-210209000;393497000;-2170467000;-1776970000;30489000;-1746481000;;-1746481000;-1746481000
RRC;110931;USD;2019;FY;2019-12-31;2020-02-27;2022-02-22;247970000;247970000;2827615000;-1695465000;1132150000;-804602000;-181109000;-36683000;-548843000;327548000;-194285000;-194285000;133263000;-2349851000;-2216588000;500291000;-1716297000;;-1716297000;-1716297000
RRC;110931;USD;2020;FY;2020-12-31;2021-02-23;2023-02-27;241373000;241373000;1968697000;-1368963000;599734000;-623557000;-158383000;-32654000;-394330000;-23823000;-192667000;-192667000;-216490000;-520839000;-737329000;25552000;-711777000;;-711777000;-711777000
RRC;110931;USD;2021;FY;2021-12-31;2022-02-22;2024-02-21;243311000;243311000;2930223000;-1617044000;1313179000;-655544000;-168435000;-23555000;-364555000;657635000;-227336000;-227336000;430299000;-28264000;402035000;9743000;411778000;;411778000;411778000
RRC;110931;USD;2022;FY;2022-12-31;2023-02-27;2024-02-21;240858000;246379000;4146803000;-1754275000;2392528000;-645524000;-168085000;-26772000;-353420000;1747004000;-165145000;-165145000;1581859000;-168029000;1413830000;-230460000;1183370000;;1183370000;1183370000
RRD;9076213;USD;2018;FY;2018-12-31;2019-02-27;2021-02-24;70600000;70600000;5702400000;-4580300000;1122100000;-881500000;-729500000;;-172700000;240600000;-168300000;-168300000;72300000;-71000000;1300000;-31500000;-30200000;20600000;-11000000;-11000000
RRD;9076213;USD;2019;FY;2019-12-31;2020-02-26;2022-02-24;71200000;71200000;5473200000;-4389300000;1083900000;-845200000;-687700000;;-162600000;238700000;-150600000;-150600000;88100000;-37500000;50600000;-54900000;-4300000;-88400000;-93200000;-93200000
RRD;9076213;USD;2020;FY;2020-12-31;2021-02-24;2022-02-24;72300000;72300000;4766300000;-3789200000;977100000;-754900000;-597500000;;-145700000;222200000;-135100000;-135100000;87100000;-103000000;-15900000;-10000000;-25900000;124900000;98500000;98500000
RRD;9076213;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;73200000;74500000;4963700000;-3994900000;968800000;-752100000;-600600000;;-130500000;216700000;-127600000;-127600000;89100000;-40400000;48700000;-44900000;3800000;600000;3700000;3700000
RRGB;980379;USD;2018;FY;2018-12-31;2019-02-25;2021-03-03;12976000;12976000;1338563000;-769766000;568797000;-577190000;-146458000;;-95371000;-8393000;-10925000;-10925000;-19318000;-2092000;-21410000;14991000;-6419000;;-6419000;-6419000
RRGB;980379;USD;2019;FY;2019-12-31;2020-02-25;2022-03-10;12959000;12959000;1315014000;-760182000;554832000;-567959000;-155978000;;-91790000;-13127000;-9110000;-10178000;-22237000;;-22237000;14334000;-7903000;;-7903000;-7903000
RRGB;980379;USD;2020;FY;2020-12-31;2021-03-03;2023-02-28;14314000;14314000;868715000;-531314000;337401000;-612547000;-106822000;;-87557000;-275146000;-8406000;-8406000;-283552000;;-283552000;7484000;-276068000;;-276068000;-276068000
RRGB;980379;USD;2021;FY;2021-12-31;2022-03-10;2024-02-28;15709000;15709000;1161637000;-670797000;490840000;-527978000;-122743000;;-83438000;-37138000;-13457000;-14176000;-50595000;;-50595000;152000;-50443000;;-50443000;-50443000
RRGB;980379;USD;2022;FY;2022-12-31;2023-02-28;2024-02-28;15840000;15840000;1265534000;-747073000;518461000;-575958000;-136612000;;-76245000;-57497000;-20639000;-20643000;-78136000;;-78136000;-747000;-78883000;;-78883000;-78883000
RRR;980329;USD;2018;FY;2018-12-31;2019-02-26;2021-02-23;69115000;116859000;1681030000;-794063000;886967000;-570747000;-390492000;;-180255000;316220000;-141268000;-143099000;174952000;68403000;243355000;-23875000;219480000;;157541000;157541000
RRR;980329;USD;2019;FY;2019-12-31;2020-02-21;2022-02-25;69565000;69565000;1856534000;-949941000;906593000;-638566000;-416355000;;-222211000;268027000;-155066000;-156679000;112961000;-121432000;-8471000;1734000;-6737000;;-3351000;-3351000
RRR;980329;USD;2020;FY;2020-12-31;2021-02-23;2023-02-24;70542000;70542000;1182445000;-478265000;704180000;-579069000;-324644000;;-231391000;125111000;-127701000;-128465000;-2590000;-57872000;-60462000;-114081000;-174543000;;-150397000;-150397000
RRR;980329;USD;2021;FY;2021-12-31;2022-02-25;2024-02-21;69042000;69042000;1617899000;-526954000;1090945000;-530416000;-347090000;;-157791000;560529000;-102507000;-103206000;458022000;-172479000;285543000;69287000;354830000;;241850000;241850000
RRR;980329;USD;2022;FY;2022-12-31;2023-02-24;2024-02-21;58976000;104663000;1663786000;-556457000;1107329000;-513669000;-353043000;;-128368000;593660000;-126420000;-129889000;467240000;-32358000;434882000;-44530000;390352000;;205457000;205457000
RRTS;12444447;USD;2018;FY;2018-12-31;2019-03-11;2020-03-30;1542080;1542080;2216141000;-1518415000;697726000;-749988000;;;-42767000;-52262000;-116912000;-116912000;-169174000;-6237000;-175411000;9814000;-165597000;;-165597000;-165597000
RRTS;12444447;USD;2019;FY;2019-12-31;2020-03-30;2020-03-30;32098000;32098000;1847862000;-1246565000;601297000;-742758000;;;-59004000;-141461000;-20412000;-20412000;-161873000;-182724000;-344597000;3660000;-340937000;;-340937000;-340937000
